# Generated by scripts/vendor/refresh-unicode-names.py — do not hand-edit.
# Unicode 16.0.0, 26 curated blocks.
# Format: HEX;NAME;GENERAL_CATEGORY;BLOCK_SLUG
0456;CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I;Ll;cyrillic
0457;CYRILLIC SMALL LETTER YI;Ll;cyrillic
0458;CYRILLIC SMALL LETTER JE;Ll;cyrillic
0459;CYRILLIC SMALL LETTER LJE;Ll;cyrillic
045A;CYRILLIC SMALL LETTER NJE;Ll;cyrillic
045B;CYRILLIC SMALL LETTER TSHE;Ll;cyrillic
045C;CYRILLIC SMALL LETTER KJE;Ll;cyrillic
045D;CYRILLIC SMALL LETTER I WITH GRAVE;Ll;cyrillic
045E;CYRILLIC SMALL LETTER SHORT U;Ll;cyrillic
045F;CYRILLIC SMALL LETTER DZHE;Ll;cyrillic
0460;CYRILLIC CAPITAL LETTER OMEGA;Lu;cyrillic
0461;CYRILLIC SMALL LETTER OMEGA;Ll;cyrillic
0462;CYRILLIC CAPITAL LETTER YAT;Lu;cyrillic
0463;CYRILLIC SMALL LETTER YAT;Ll;cyrillic
0464;CYRILLIC CAPITAL LETTER IOTIFIED E;Lu;cyrillic
0465;CYRILLIC SMALL LETTER IOTIFIED E;Ll;cyrillic
0466;CYRILLIC CAPITAL LETTER LITTLE YUS;Lu;cyrillic
0467;CYRILLIC SMALL LETTER LITTLE YUS;Ll;cyrillic
0468;CYRILLIC CAPITAL LETTER IOTIFIED LITTLE YUS;Lu;cyrillic
0469;CYRILLIC SMALL LETTER IOTIFIED LITTLE YUS;Ll;cyrillic
046A;CYRILLIC CAPITAL LETTER BIG YUS;Lu;cyrillic
046B;CYRILLIC SMALL LETTER BIG YUS;Ll;cyrillic
046C;CYRILLIC CAPITAL LETTER IOTIFIED BIG YUS;Lu;cyrillic
046D;CYRILLIC SMALL LETTER IOTIFIED BIG YUS;Ll;cyrillic
046E;CYRILLIC CAPITAL LETTER KSI;Lu;cyrillic
046F;CYRILLIC SMALL LETTER KSI;Ll;cyrillic
0470;CYRILLIC CAPITAL LETTER PSI;Lu;cyrillic
0471;CYRILLIC SMALL LETTER PSI;Ll;cyrillic
0472;CYRILLIC CAPITAL LETTER FITA;Lu;cyrillic
0473;CYRILLIC SMALL LETTER FITA;Ll;cyrillic
0474;CYRILLIC CAPITAL LETTER IZHITSA;Lu;cyrillic
0475;CYRILLIC SMALL LETTER IZHITSA;Ll;cyrillic
0476;CYRILLIC CAPITAL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT;Lu;cyrillic
0477;CYRILLIC SMALL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT;Ll;cyrillic
0478;CYRILLIC CAPITAL LETTER UK;Lu;cyrillic
0479;CYRILLIC SMALL LETTER UK;Ll;cyrillic
047A;CYRILLIC CAPITAL LETTER ROUND OMEGA;Lu;cyrillic
047B;CYRILLIC SMALL LETTER ROUND OMEGA;Ll;cyrillic
047C;CYRILLIC CAPITAL LETTER OMEGA WITH TITLO;Lu;cyrillic
047D;CYRILLIC SMALL LETTER OMEGA WITH TITLO;Ll;cyrillic
047E;CYRILLIC CAPITAL LETTER OT;Lu;cyrillic
047F;CYRILLIC SMALL LETTER OT;Ll;cyrillic
0480;CYRILLIC CAPITAL LETTER KOPPA;Lu;cyrillic
0481;CYRILLIC SMALL LETTER KOPPA;Ll;cyrillic
0482;CYRILLIC THOUSANDS SIGN;So;cyrillic
0483;COMBINING CYRILLIC TITLO;Mn;cyrillic
0484;COMBINING CYRILLIC PALATALIZATION;Mn;cyrillic
0485;COMBINING CYRILLIC DASIA PNEUMATA;Mn;cyrillic
0486;COMBINING CYRILLIC PSILI PNEUMATA;Mn;cyrillic
0487;COMBINING CYRILLIC POKRYTIE;Mn;cyrillic
0488;COMBINING CYRILLIC HUNDRED THOUSANDS SIGN;Me;cyrillic
0489;COMBINING CYRILLIC MILLIONS SIGN;Me;cyrillic
048A;CYRILLIC CAPITAL LETTER SHORT I WITH TAIL;Lu;cyrillic
048B;CYRILLIC SMALL LETTER SHORT I WITH TAIL;Ll;cyrillic
048C;CYRILLIC CAPITAL LETTER SEMISOFT SIGN;Lu;cyrillic
048D;CYRILLIC SMALL LETTER SEMISOFT SIGN;Ll;cyrillic
048E;CYRILLIC CAPITAL LETTER ER WITH TICK;Lu;cyrillic
048F;CYRILLIC SMALL LETTER ER WITH TICK;Ll;cyrillic
0490;CYRILLIC CAPITAL LETTER GHE WITH UPTURN;Lu;cyrillic
0491;CYRILLIC SMALL LETTER GHE WITH UPTURN;Ll;cyrillic
0492;CYRILLIC CAPITAL LETTER GHE WITH STROKE;Lu;cyrillic
0493;CYRILLIC SMALL LETTER GHE WITH STROKE;Ll;cyrillic
0494;CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK;Lu;cyrillic
0495;CYRILLIC SMALL LETTER GHE WITH MIDDLE HOOK;Ll;cyrillic
0496;CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER;Lu;cyrillic
0497;CYRILLIC SMALL LETTER ZHE WITH DESCENDER;Ll;cyrillic
0498;CYRILLIC CAPITAL LETTER ZE WITH DESCENDER;Lu;cyrillic
0499;CYRILLIC SMALL LETTER ZE WITH DESCENDER;Ll;cyrillic
049A;CYRILLIC CAPITAL LETTER KA WITH DESCENDER;Lu;cyrillic
049B;CYRILLIC SMALL LETTER KA WITH DESCENDER;Ll;cyrillic
049C;CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE;Lu;cyrillic
049D;CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE;Ll;cyrillic
049E;CYRILLIC CAPITAL LETTER KA WITH STROKE;Lu;cyrillic
049F;CYRILLIC SMALL LETTER KA WITH STROKE;Ll;cyrillic
04A0;CYRILLIC CAPITAL LETTER BASHKIR KA;Lu;cyrillic
04A1;CYRILLIC SMALL LETTER BASHKIR KA;Ll;cyrillic
04A2;CYRILLIC CAPITAL LETTER EN WITH DESCENDER;Lu;cyrillic
04A3;CYRILLIC SMALL LETTER EN WITH DESCENDER;Ll;cyrillic
04A4;CYRILLIC CAPITAL LIGATURE EN GHE;Lu;cyrillic
04A5;CYRILLIC SMALL LIGATURE EN GHE;Ll;cyrillic
04A6;CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK;Lu;cyrillic
04A7;CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK;Ll;cyrillic
04A8;CYRILLIC CAPITAL LETTER ABKHASIAN HA;Lu;cyrillic
04A9;CYRILLIC SMALL LETTER ABKHASIAN HA;Ll;cyrillic
04AA;CYRILLIC CAPITAL LETTER ES WITH DESCENDER;Lu;cyrillic
04AB;CYRILLIC SMALL LETTER ES WITH DESCENDER;Ll;cyrillic
04AC;CYRILLIC CAPITAL LETTER TE WITH DESCENDER;Lu;cyrillic
04AD;CYRILLIC SMALL LETTER TE WITH DESCENDER;Ll;cyrillic
04AE;CYRILLIC CAPITAL LETTER STRAIGHT U;Lu;cyrillic
04AF;CYRILLIC SMALL LETTER STRAIGHT U;Ll;cyrillic
04B0;CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE;Lu;cyrillic
04B1;CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE;Ll;cyrillic
04B2;CYRILLIC CAPITAL LETTER HA WITH DESCENDER;Lu;cyrillic
04B3;CYRILLIC SMALL LETTER HA WITH DESCENDER;Ll;cyrillic
04B4;CYRILLIC CAPITAL LIGATURE TE TSE;Lu;cyrillic
04B5;CYRILLIC SMALL LIGATURE TE TSE;Ll;cyrillic
04B6;CYRILLIC CAPITAL LETTER CHE WITH DESCENDER;Lu;cyrillic
04B7;CYRILLIC SMALL LETTER CHE WITH DESCENDER;Ll;cyrillic
04B8;CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE;Lu;cyrillic
04B9;CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE;Ll;cyrillic
04BA;CYRILLIC CAPITAL LETTER SHHA;Lu;cyrillic
04BB;CYRILLIC SMALL LETTER SHHA;Ll;cyrillic
04BC;CYRILLIC CAPITAL LETTER ABKHASIAN CHE;Lu;cyrillic
04BD;CYRILLIC SMALL LETTER ABKHASIAN CHE;Ll;cyrillic
04BE;CYRILLIC CAPITAL LETTER ABKHASIAN CHE WITH DESCENDER;Lu;cyrillic
04BF;CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER;Ll;cyrillic
04C0;CYRILLIC LETTER PALOCHKA;Lu;cyrillic
04C1;CYRILLIC CAPITAL LETTER ZHE WITH BREVE;Lu;cyrillic
04C2;CYRILLIC SMALL LETTER ZHE WITH BREVE;Ll;cyrillic
04C3;CYRILLIC CAPITAL LETTER KA WITH HOOK;Lu;cyrillic
04C4;CYRILLIC SMALL LETTER KA WITH HOOK;Ll;cyrillic
04C5;CYRILLIC CAPITAL LETTER EL WITH TAIL;Lu;cyrillic
04C6;CYRILLIC SMALL LETTER EL WITH TAIL;Ll;cyrillic
04C7;CYRILLIC CAPITAL LETTER EN WITH HOOK;Lu;cyrillic
04C8;CYRILLIC SMALL LETTER EN WITH HOOK;Ll;cyrillic
04C9;CYRILLIC CAPITAL LETTER EN WITH TAIL;Lu;cyrillic
04CA;CYRILLIC SMALL LETTER EN WITH TAIL;Ll;cyrillic
04CB;CYRILLIC CAPITAL LETTER KHAKASSIAN CHE;Lu;cyrillic
04CC;CYRILLIC SMALL LETTER KHAKASSIAN CHE;Ll;cyrillic
04CD;CYRILLIC CAPITAL LETTER EM WITH TAIL;Lu;cyrillic
04CE;CYRILLIC SMALL LETTER EM WITH TAIL;Ll;cyrillic
04CF;CYRILLIC SMALL LETTER PALOCHKA;Ll;cyrillic
04D0;CYRILLIC CAPITAL LETTER A WITH BREVE;Lu;cyrillic
04D1;CYRILLIC SMALL LETTER A WITH BREVE;Ll;cyrillic
04D2;CYRILLIC CAPITAL LETTER A WITH DIAERESIS;Lu;cyrillic
04D3;CYRILLIC SMALL LETTER A WITH DIAERESIS;Ll;cyrillic
04D4;CYRILLIC CAPITAL LIGATURE A IE;Lu;cyrillic
04D5;CYRILLIC SMALL LIGATURE A IE;Ll;cyrillic
04D6;CYRILLIC CAPITAL LETTER IE WITH BREVE;Lu;cyrillic
04D7;CYRILLIC SMALL LETTER IE WITH BREVE;Ll;cyrillic
04D8;CYRILLIC CAPITAL LETTER SCHWA;Lu;cyrillic
04D9;CYRILLIC SMALL LETTER SCHWA;Ll;cyrillic
04DA;CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS;Lu;cyrillic
04DB;CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS;Ll;cyrillic
04DC;CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS;Lu;cyrillic
04DD;CYRILLIC SMALL LETTER ZHE WITH DIAERESIS;Ll;cyrillic
04DE;CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS;Lu;cyrillic
04DF;CYRILLIC SMALL LETTER ZE WITH DIAERESIS;Ll;cyrillic
04E0;CYRILLIC CAPITAL LETTER ABKHASIAN DZE;Lu;cyrillic
04E1;CYRILLIC SMALL LETTER ABKHASIAN DZE;Ll;cyrillic
04E2;CYRILLIC CAPITAL LETTER I WITH MACRON;Lu;cyrillic
04E3;CYRILLIC SMALL LETTER I WITH MACRON;Ll;cyrillic
04E4;CYRILLIC CAPITAL LETTER I WITH DIAERESIS;Lu;cyrillic
04E5;CYRILLIC SMALL LETTER I WITH DIAERESIS;Ll;cyrillic
04E6;CYRILLIC CAPITAL LETTER O WITH DIAERESIS;Lu;cyrillic
04E7;CYRILLIC SMALL LETTER O WITH DIAERESIS;Ll;cyrillic
04E8;CYRILLIC CAPITAL LETTER BARRED O;Lu;cyrillic
04E9;CYRILLIC SMALL LETTER BARRED O;Ll;cyrillic
04EA;CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS;Lu;cyrillic
04EB;CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS;Ll;cyrillic
04EC;CYRILLIC CAPITAL LETTER E WITH DIAERESIS;Lu;cyrillic
04ED;CYRILLIC SMALL LETTER E WITH DIAERESIS;Ll;cyrillic
04EE;CYRILLIC CAPITAL LETTER U WITH MACRON;Lu;cyrillic
04EF;CYRILLIC SMALL LETTER U WITH MACRON;Ll;cyrillic
04F0;CYRILLIC CAPITAL LETTER U WITH DIAERESIS;Lu;cyrillic
04F1;CYRILLIC SMALL LETTER U WITH DIAERESIS;Ll;cyrillic
04F2;CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE;Lu;cyrillic
04F3;CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE;Ll;cyrillic
04F4;CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS;Lu;cyrillic
04F5;CYRILLIC SMALL LETTER CHE WITH DIAERESIS;Ll;cyrillic
04F6;CYRILLIC CAPITAL LETTER GHE WITH DESCENDER;Lu;cyrillic
04F7;CYRILLIC SMALL LETTER GHE WITH DESCENDER;Ll;cyrillic
04F8;CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS;Lu;cyrillic
04F9;CYRILLIC SMALL LETTER YERU WITH DIAERESIS;Ll;cyrillic
04FA;CYRILLIC CAPITAL LETTER GHE WITH STROKE AND HOOK;Lu;cyrillic
04FB;CYRILLIC SMALL LETTER GHE WITH STROKE AND HOOK;Ll;cyrillic
04FC;CYRILLIC CAPITAL LETTER HA WITH HOOK;Lu;cyrillic
04FD;CYRILLIC SMALL LETTER HA WITH HOOK;Ll;cyrillic
04FE;CYRILLIC CAPITAL LETTER HA WITH STROKE;Lu;cyrillic
04FF;CYRILLIC SMALL LETTER HA WITH STROKE;Ll;cyrillic
2000;EN QUAD;Zs;general-punctuation
2001;EM QUAD;Zs;general-punctuation
2002;EN SPACE;Zs;general-punctuation
2003;EM SPACE;Zs;general-punctuation
2004;THREE-PER-EM SPACE;Zs;general-punctuation
2005;FOUR-PER-EM SPACE;Zs;general-punctuation
2006;SIX-PER-EM SPACE;Zs;general-punctuation
2007;FIGURE SPACE;Zs;general-punctuation
2008;PUNCTUATION SPACE;Zs;general-punctuation
2009;THIN SPACE;Zs;general-punctuation
200A;HAIR SPACE;Zs;general-punctuation
200B;ZERO WIDTH SPACE;Cf;general-punctuation
200C;ZERO WIDTH NON-JOINER;Cf;general-punctuation
200D;ZERO WIDTH JOINER;Cf;general-punctuation
200E;LEFT-TO-RIGHT MARK;Cf;general-punctuation
200F;RIGHT-TO-LEFT MARK;Cf;general-punctuation
2010;HYPHEN;Pd;general-punctuation
2011;NON-BREAKING HYPHEN;Pd;general-punctuation
2012;FIGURE DASH;Pd;general-punctuation
2013;EN DASH;Pd;general-punctuation
2014;EM DASH;Pd;general-punctuation
2015;HORIZONTAL BAR;Pd;general-punctuation
2016;DOUBLE VERTICAL LINE;Po;general-punctuation
2017;DOUBLE LOW LINE;Po;general-punctuation
2018;LEFT SINGLE QUOTATION MARK;Pi;general-punctuation
2019;RIGHT SINGLE QUOTATION MARK;Pf;general-punctuation
201A;SINGLE LOW-9 QUOTATION MARK;Ps;general-punctuation
201B;SINGLE HIGH-REVERSED-9 QUOTATION MARK;Pi;general-punctuation
201C;LEFT DOUBLE QUOTATION MARK;Pi;general-punctuation
201D;RIGHT DOUBLE QUOTATION MARK;Pf;general-punctuation
201E;DOUBLE LOW-9 QUOTATION MARK;Ps;general-punctuation
201F;DOUBLE HIGH-REVERSED-9 QUOTATION MARK;Pi;general-punctuation
2020;DAGGER;Po;general-punctuation
2021;DOUBLE DAGGER;Po;general-punctuation
2022;BULLET;Po;general-punctuation
2023;TRIANGULAR BULLET;Po;general-punctuation
2024;ONE DOT LEADER;Po;general-punctuation
2025;TWO DOT LEADER;Po;general-punctuation
2026;HORIZONTAL ELLIPSIS;Po;general-punctuation
2027;HYPHENATION POINT;Po;general-punctuation
2028;LINE SEPARATOR;Zl;general-punctuation
2029;PARAGRAPH SEPARATOR;Zp;general-punctuation
202A;LEFT-TO-RIGHT EMBEDDING;Cf;general-punctuation
202B;RIGHT-TO-LEFT EMBEDDING;Cf;general-punctuation
202C;POP DIRECTIONAL FORMATTING;Cf;general-punctuation
202D;LEFT-TO-RIGHT OVERRIDE;Cf;general-punctuation
202E;RIGHT-TO-LEFT OVERRIDE;Cf;general-punctuation
202F;NARROW NO-BREAK SPACE;Zs;general-punctuation
2030;PER MILLE SIGN;Po;general-punctuation
2031;PER TEN THOUSAND SIGN;Po;general-punctuation
2032;PRIME;Po;general-punctuation
2033;DOUBLE PRIME;Po;general-punctuation
2034;TRIPLE PRIME;Po;general-punctuation
2035;REVERSED PRIME;Po;general-punctuation
2036;REVERSED DOUBLE PRIME;Po;general-punctuation
2037;REVERSED TRIPLE PRIME;Po;general-punctuation
2038;CARET;Po;general-punctuation
2039;SINGLE LEFT-POINTING ANGLE QUOTATION MARK;Pi;general-punctuation
203A;SINGLE RIGHT-POINTING ANGLE QUOTATION MARK;Pf;general-punctuation
203B;REFERENCE MARK;Po;general-punctuation
203C;DOUBLE EXCLAMATION MARK;Po;general-punctuation
203D;INTERROBANG;Po;general-punctuation
203E;OVERLINE;Po;general-punctuation
203F;UNDERTIE;Pc;general-punctuation
2040;CHARACTER TIE;Pc;general-punctuation
2041;CARET INSERTION POINT;Po;general-punctuation
2042;ASTERISM;Po;general-punctuation
2043;HYPHEN BULLET;Po;general-punctuation
2044;FRACTION SLASH;Sm;general-punctuation
2045;LEFT SQUARE BRACKET WITH QUILL;Ps;general-punctuation
2046;RIGHT SQUARE BRACKET WITH QUILL;Pe;general-punctuation
2047;DOUBLE QUESTION MARK;Po;general-punctuation
2048;QUESTION EXCLAMATION MARK;Po;general-punctuation
2049;EXCLAMATION QUESTION MARK;Po;general-punctuation
204A;TIRONIAN SIGN ET;Po;general-punctuation
204B;REVERSED PILCROW SIGN;Po;general-punctuation
204C;BLACK LEFTWARDS BULLET;Po;general-punctuation
204D;BLACK RIGHTWARDS BULLET;Po;general-punctuation
204E;LOW ASTERISK;Po;general-punctuation
204F;REVERSED SEMICOLON;Po;general-punctuation
2050;CLOSE UP;Po;general-punctuation
2051;TWO ASTERISKS ALIGNED VERTICALLY;Po;general-punctuation
2052;COMMERCIAL MINUS SIGN;Sm;general-punctuation
2053;SWUNG DASH;Po;general-punctuation
2054;INVERTED UNDERTIE;Pc;general-punctuation
2055;FLOWER PUNCTUATION MARK;Po;general-punctuation
2056;THREE DOT PUNCTUATION;Po;general-punctuation
2057;QUADRUPLE PRIME;Po;general-punctuation
2058;FOUR DOT PUNCTUATION;Po;general-punctuation
2059;FIVE DOT PUNCTUATION;Po;general-punctuation
205A;TWO DOT PUNCTUATION;Po;general-punctuation
205B;FOUR DOT MARK;Po;general-punctuation
205C;DOTTED CROSS;Po;general-punctuation
205D;TRICOLON;Po;general-punctuation
205E;VERTICAL FOUR DOTS;Po;general-punctuation
205F;MEDIUM MATHEMATICAL SPACE;Zs;general-punctuation
2060;WORD JOINER;Cf;general-punctuation
2061;FUNCTION APPLICATION;Cf;general-punctuation
2062;INVISIBLE TIMES;Cf;general-punctuation
2063;INVISIBLE SEPARATOR;Cf;general-punctuation
2064;INVISIBLE PLUS;Cf;general-punctuation
2066;LEFT-TO-RIGHT ISOLATE;Cf;general-punctuation
2067;RIGHT-TO-LEFT ISOLATE;Cf;general-punctuation
2068;FIRST STRONG ISOLATE;Cf;general-punctuation
2069;POP DIRECTIONAL ISOLATE;Cf;general-punctuation
206A;INHIBIT SYMMETRIC SWAPPING;Cf;general-punctuation
206B;ACTIVATE SYMMETRIC SWAPPING;Cf;general-punctuation
206C;INHIBIT ARABIC FORM SHAPING;Cf;general-punctuation
206D;ACTIVATE ARABIC FORM SHAPING;Cf;general-punctuation
206E;NATIONAL DIGIT SHAPES;Cf;general-punctuation
206F;NOMINAL DIGIT SHAPES;Cf;general-punctuation
2070;SUPERSCRIPT ZERO;No;superscripts-and-subscripts
2071;SUPERSCRIPT LATIN SMALL LETTER I;Lm;superscripts-and-subscripts
2074;SUPERSCRIPT FOUR;No;superscripts-and-subscripts
2075;SUPERSCRIPT FIVE;No;superscripts-and-subscripts
2076;SUPERSCRIPT SIX;No;superscripts-and-subscripts
2077;SUPERSCRIPT SEVEN;No;superscripts-and-subscripts
2078;SUPERSCRIPT EIGHT;No;superscripts-and-subscripts
2079;SUPERSCRIPT NINE;No;superscripts-and-subscripts
207A;SUPERSCRIPT PLUS SIGN;Sm;superscripts-and-subscripts
207B;SUPERSCRIPT MINUS;Sm;superscripts-and-subscripts
207C;SUPERSCRIPT EQUALS SIGN;Sm;superscripts-and-subscripts
207D;SUPERSCRIPT LEFT PARENTHESIS;Ps;superscripts-and-subscripts
207E;SUPERSCRIPT RIGHT PARENTHESIS;Pe;superscripts-and-subscripts
207F;SUPERSCRIPT LATIN SMALL LETTER N;Lm;superscripts-and-subscripts
2080;SUBSCRIPT ZERO;No;superscripts-and-subscripts
2081;SUBSCRIPT ONE;No;superscripts-and-subscripts
2082;SUBSCRIPT TWO;No;superscripts-and-subscripts
2083;SUBSCRIPT THREE;No;superscripts-and-subscripts
2084;SUBSCRIPT FOUR;No;superscripts-and-subscripts
2085;SUBSCRIPT FIVE;No;superscripts-and-subscripts
2086;SUBSCRIPT SIX;No;superscripts-and-subscripts
2087;SUBSCRIPT SEVEN;No;superscripts-and-subscripts
2088;SUBSCRIPT EIGHT;No;superscripts-and-subscripts
2089;SUBSCRIPT NINE;No;superscripts-and-subscripts
208A;SUBSCRIPT PLUS SIGN;Sm;superscripts-and-subscripts
208B;SUBSCRIPT MINUS;Sm;superscripts-and-subscripts
208C;SUBSCRIPT EQUALS SIGN;Sm;superscripts-and-subscripts
208D;SUBSCRIPT LEFT PARENTHESIS;Ps;superscripts-and-subscripts
208E;SUBSCRIPT RIGHT PARENTHESIS;Pe;superscripts-and-subscripts
2090;LATIN SUBSCRIPT SMALL LETTER A;Lm;superscripts-and-subscripts
2091;LATIN SUBSCRIPT SMALL LETTER E;Lm;superscripts-and-subscripts
2092;LATIN SUBSCRIPT SMALL LETTER O;Lm;superscripts-and-subscripts
2093;LATIN SUBSCRIPT SMALL LETTER X;Lm;superscripts-and-subscripts
2094;LATIN SUBSCRIPT SMALL LETTER SCHWA;Lm;superscripts-and-subscripts
2095;LATIN SUBSCRIPT SMALL LETTER H;Lm;superscripts-and-subscripts
2096;LATIN SUBSCRIPT SMALL LETTER K;Lm;superscripts-and-subscripts
2097;LATIN SUBSCRIPT SMALL LETTER L;Lm;superscripts-and-subscripts
2098;LATIN SUBSCRIPT SMALL LETTER M;Lm;superscripts-and-subscripts
2099;LATIN SUBSCRIPT SMALL LETTER N;Lm;superscripts-and-subscripts
209A;LATIN SUBSCRIPT SMALL LETTER P;Lm;superscripts-and-subscripts
209B;LATIN SUBSCRIPT SMALL LETTER S;Lm;superscripts-and-subscripts
209C;LATIN SUBSCRIPT SMALL LETTER T;Lm;superscripts-and-subscripts
20A0;EURO-CURRENCY SIGN;Sc;currency-symbols
20A1;COLON SIGN;Sc;currency-symbols
20A2;CRUZEIRO SIGN;Sc;currency-symbols
20A3;FRENCH FRANC SIGN;Sc;currency-symbols
20A4;LIRA SIGN;Sc;currency-symbols
20A5;MILL SIGN;Sc;currency-symbols
20A6;NAIRA SIGN;Sc;currency-symbols
20A7;PESETA SIGN;Sc;currency-symbols
20A8;RUPEE SIGN;Sc;currency-symbols
20A9;WON SIGN;Sc;currency-symbols
20AA;NEW SHEQEL SIGN;Sc;currency-symbols
20AB;DONG SIGN;Sc;currency-symbols
20AC;EURO SIGN;Sc;currency-symbols
20AD;KIP SIGN;Sc;currency-symbols
20AE;TUGRIK SIGN;Sc;currency-symbols
20AF;DRACHMA SIGN;Sc;currency-symbols
20B0;GERMAN PENNY SIGN;Sc;currency-symbols
20B1;PESO SIGN;Sc;currency-symbols
20B2;GUARANI SIGN;Sc;currency-symbols
20B3;AUSTRAL SIGN;Sc;currency-symbols
20B4;HRYVNIA SIGN;Sc;currency-symbols
20B5;CEDI SIGN;Sc;currency-symbols
20B6;LIVRE TOURNOIS SIGN;Sc;currency-symbols
20B7;SPESMILO SIGN;Sc;currency-symbols
20B8;TENGE SIGN;Sc;currency-symbols
20B9;INDIAN RUPEE SIGN;Sc;currency-symbols
20BA;TURKISH LIRA SIGN;Sc;currency-symbols
20BB;NORDIC MARK SIGN;Sc;currency-symbols
20BC;MANAT SIGN;Sc;currency-symbols
20BD;RUBLE SIGN;Sc;currency-symbols
20BE;LARI SIGN;Sc;currency-symbols
20BF;BITCOIN SIGN;Sc;currency-symbols
20C0;SOM SIGN;Sc;currency-symbols
2100;ACCOUNT OF;So;letterlike-symbols
2101;ADDRESSED TO THE SUBJECT;So;letterlike-symbols
2102;DOUBLE-STRUCK CAPITAL C;Lu;letterlike-symbols
2103;DEGREE CELSIUS;So;letterlike-symbols
2104;CENTRE LINE SYMBOL;So;letterlike-symbols
2105;CARE OF;So;letterlike-symbols
2106;CADA UNA;So;letterlike-symbols
2107;EULER CONSTANT;Lu;letterlike-symbols
2108;SCRUPLE;So;letterlike-symbols
2109;DEGREE FAHRENHEIT;So;letterlike-symbols
210A;SCRIPT SMALL G;Ll;letterlike-symbols
210B;SCRIPT CAPITAL H;Lu;letterlike-symbols
210C;BLACK-LETTER CAPITAL H;Lu;letterlike-symbols
210D;DOUBLE-STRUCK CAPITAL H;Lu;letterlike-symbols
210E;PLANCK CONSTANT;Ll;letterlike-symbols
210F;PLANCK CONSTANT OVER TWO PI;Ll;letterlike-symbols
2110;SCRIPT CAPITAL I;Lu;letterlike-symbols
2111;BLACK-LETTER CAPITAL I;Lu;letterlike-symbols
2112;SCRIPT CAPITAL L;Lu;letterlike-symbols
2113;SCRIPT SMALL L;Ll;letterlike-symbols
2114;L B BAR SYMBOL;So;letterlike-symbols
2115;DOUBLE-STRUCK CAPITAL N;Lu;letterlike-symbols
2116;NUMERO SIGN;So;letterlike-symbols
2117;SOUND RECORDING COPYRIGHT;So;letterlike-symbols
2118;SCRIPT CAPITAL P;Sm;letterlike-symbols
2119;DOUBLE-STRUCK CAPITAL P;Lu;letterlike-symbols
211A;DOUBLE-STRUCK CAPITAL Q;Lu;letterlike-symbols
211B;SCRIPT CAPITAL R;Lu;letterlike-symbols
211C;BLACK-LETTER CAPITAL R;Lu;letterlike-symbols
211D;DOUBLE-STRUCK CAPITAL R;Lu;letterlike-symbols
211E;PRESCRIPTION TAKE;So;letterlike-symbols
211F;RESPONSE;So;letterlike-symbols
2120;SERVICE MARK;So;letterlike-symbols
2121;TELEPHONE SIGN;So;letterlike-symbols
2122;TRADE MARK SIGN;So;letterlike-symbols
2123;VERSICLE;So;letterlike-symbols
2124;DOUBLE-STRUCK CAPITAL Z;Lu;letterlike-symbols
2125;OUNCE SIGN;So;letterlike-symbols
2126;OHM SIGN;Lu;letterlike-symbols
2127;INVERTED OHM SIGN;So;letterlike-symbols
2128;BLACK-LETTER CAPITAL Z;Lu;letterlike-symbols
2129;TURNED GREEK SMALL LETTER IOTA;So;letterlike-symbols
212A;KELVIN SIGN;Lu;letterlike-symbols
212B;ANGSTROM SIGN;Lu;letterlike-symbols
212C;SCRIPT CAPITAL B;Lu;letterlike-symbols
212D;BLACK-LETTER CAPITAL C;Lu;letterlike-symbols
212E;ESTIMATED SYMBOL;So;letterlike-symbols
212F;SCRIPT SMALL E;Ll;letterlike-symbols
2130;SCRIPT CAPITAL E;Lu;letterlike-symbols
2131;SCRIPT CAPITAL F;Lu;letterlike-symbols
2132;TURNED CAPITAL F;Lu;letterlike-symbols
2133;SCRIPT CAPITAL M;Lu;letterlike-symbols
2134;SCRIPT SMALL O;Ll;letterlike-symbols
2135;ALEF SYMBOL;Lo;letterlike-symbols
