# Generated by scripts/vendor/refresh-unicode-names.py — do not hand-edit.
# Unicode 16.0.0, 26 curated blocks.
# Format: HEX;NAME;GENERAL_CATEGORY;BLOCK_SLUG
2906;LEFTWARDS DOUBLE ARROW FROM BAR;Sm;supplemental-arrows-b
2907;RIGHTWARDS DOUBLE ARROW FROM BAR;Sm;supplemental-arrows-b
2908;DOWNWARDS ARROW WITH HORIZONTAL STROKE;Sm;supplemental-arrows-b
2909;UPWARDS ARROW WITH HORIZONTAL STROKE;Sm;supplemental-arrows-b
290A;UPWARDS TRIPLE ARROW;Sm;supplemental-arrows-b
290B;DOWNWARDS TRIPLE ARROW;Sm;supplemental-arrows-b
290C;LEFTWARDS DOUBLE DASH ARROW;Sm;supplemental-arrows-b
290D;RIGHTWARDS DOUBLE DASH ARROW;Sm;supplemental-arrows-b
290E;LEFTWARDS TRIPLE DASH ARROW;Sm;supplemental-arrows-b
290F;RIGHTWARDS TRIPLE DASH ARROW;Sm;supplemental-arrows-b
2910;RIGHTWARDS TWO-HEADED TRIPLE DASH ARROW;Sm;supplemental-arrows-b
2911;RIGHTWARDS ARROW WITH DOTTED STEM;Sm;supplemental-arrows-b
2912;UPWARDS ARROW TO BAR;Sm;supplemental-arrows-b
2913;DOWNWARDS ARROW TO BAR;Sm;supplemental-arrows-b
2914;RIGHTWARDS ARROW WITH TAIL WITH VERTICAL STROKE;Sm;supplemental-arrows-b
2915;RIGHTWARDS ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE;Sm;supplemental-arrows-b
2916;RIGHTWARDS TWO-HEADED ARROW WITH TAIL;Sm;supplemental-arrows-b
2917;RIGHTWARDS TWO-HEADED ARROW WITH TAIL WITH VERTICAL STROKE;Sm;supplemental-arrows-b
2918;RIGHTWARDS TWO-HEADED ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE;Sm;supplemental-arrows-b
2919;LEFTWARDS ARROW-TAIL;Sm;supplemental-arrows-b
291A;RIGHTWARDS ARROW-TAIL;Sm;supplemental-arrows-b
291B;LEFTWARDS DOUBLE ARROW-TAIL;Sm;supplemental-arrows-b
291C;RIGHTWARDS DOUBLE ARROW-TAIL;Sm;supplemental-arrows-b
291D;LEFTWARDS ARROW TO BLACK DIAMOND;Sm;supplemental-arrows-b
291E;RIGHTWARDS ARROW TO BLACK DIAMOND;Sm;supplemental-arrows-b
291F;LEFTWARDS ARROW FROM BAR TO BLACK DIAMOND;Sm;supplemental-arrows-b
2920;RIGHTWARDS ARROW FROM BAR TO BLACK DIAMOND;Sm;supplemental-arrows-b
2921;NORTH WEST AND SOUTH EAST ARROW;Sm;supplemental-arrows-b
2922;NORTH EAST AND SOUTH WEST ARROW;Sm;supplemental-arrows-b
2923;NORTH WEST ARROW WITH HOOK;Sm;supplemental-arrows-b
2924;NORTH EAST ARROW WITH HOOK;Sm;supplemental-arrows-b
2925;SOUTH EAST ARROW WITH HOOK;Sm;supplemental-arrows-b
2926;SOUTH WEST ARROW WITH HOOK;Sm;supplemental-arrows-b
2927;NORTH WEST ARROW AND NORTH EAST ARROW;Sm;supplemental-arrows-b
2928;NORTH EAST ARROW AND SOUTH EAST ARROW;Sm;supplemental-arrows-b
2929;SOUTH EAST ARROW AND SOUTH WEST ARROW;Sm;supplemental-arrows-b
292A;SOUTH WEST ARROW AND NORTH WEST ARROW;Sm;supplemental-arrows-b
292B;RISING DIAGONAL CROSSING FALLING DIAGONAL;Sm;supplemental-arrows-b
292C;FALLING DIAGONAL CROSSING RISING DIAGONAL;Sm;supplemental-arrows-b
292D;SOUTH EAST ARROW CROSSING NORTH EAST ARROW;Sm;supplemental-arrows-b
292E;NORTH EAST ARROW CROSSING SOUTH EAST ARROW;Sm;supplemental-arrows-b
292F;FALLING DIAGONAL CROSSING NORTH EAST ARROW;Sm;supplemental-arrows-b
2930;RISING DIAGONAL CROSSING SOUTH EAST ARROW;Sm;supplemental-arrows-b
2931;NORTH EAST ARROW CROSSING NORTH WEST ARROW;Sm;supplemental-arrows-b
2932;NORTH WEST ARROW CROSSING NORTH EAST ARROW;Sm;supplemental-arrows-b
2933;WAVE ARROW POINTING DIRECTLY RIGHT;Sm;supplemental-arrows-b
2934;ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS;Sm;supplemental-arrows-b
2935;ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS;Sm;supplemental-arrows-b
2936;ARROW POINTING DOWNWARDS THEN CURVING LEFTWARDS;Sm;supplemental-arrows-b
2937;ARROW POINTING DOWNWARDS THEN CURVING RIGHTWARDS;Sm;supplemental-arrows-b
2938;RIGHT-SIDE ARC CLOCKWISE ARROW;Sm;supplemental-arrows-b
2939;LEFT-SIDE ARC ANTICLOCKWISE ARROW;Sm;supplemental-arrows-b
293A;TOP ARC ANTICLOCKWISE ARROW;Sm;supplemental-arrows-b
293B;BOTTOM ARC ANTICLOCKWISE ARROW;Sm;supplemental-arrows-b
293C;TOP ARC CLOCKWISE ARROW WITH MINUS;Sm;supplemental-arrows-b
293D;TOP ARC ANTICLOCKWISE ARROW WITH PLUS;Sm;supplemental-arrows-b
293E;LOWER RIGHT SEMICIRCULAR CLOCKWISE ARROW;Sm;supplemental-arrows-b
293F;LOWER LEFT SEMICIRCULAR ANTICLOCKWISE ARROW;Sm;supplemental-arrows-b
2940;ANTICLOCKWISE CLOSED CIRCLE ARROW;Sm;supplemental-arrows-b
2941;CLOCKWISE CLOSED CIRCLE ARROW;Sm;supplemental-arrows-b
2942;RIGHTWARDS ARROW ABOVE SHORT LEFTWARDS ARROW;Sm;supplemental-arrows-b
2943;LEFTWARDS ARROW ABOVE SHORT RIGHTWARDS ARROW;Sm;supplemental-arrows-b
2944;SHORT RIGHTWARDS ARROW ABOVE LEFTWARDS ARROW;Sm;supplemental-arrows-b
2945;RIGHTWARDS ARROW WITH PLUS BELOW;Sm;supplemental-arrows-b
2946;LEFTWARDS ARROW WITH PLUS BELOW;Sm;supplemental-arrows-b
2947;RIGHTWARDS ARROW THROUGH X;Sm;supplemental-arrows-b
2948;LEFT RIGHT ARROW THROUGH SMALL CIRCLE;Sm;supplemental-arrows-b
2949;UPWARDS TWO-HEADED ARROW FROM SMALL CIRCLE;Sm;supplemental-arrows-b
294A;LEFT BARB UP RIGHT BARB DOWN HARPOON;Sm;supplemental-arrows-b
294B;LEFT BARB DOWN RIGHT BARB UP HARPOON;Sm;supplemental-arrows-b
294C;UP BARB RIGHT DOWN BARB LEFT HARPOON;Sm;supplemental-arrows-b
294D;UP BARB LEFT DOWN BARB RIGHT HARPOON;Sm;supplemental-arrows-b
294E;LEFT BARB UP RIGHT BARB UP HARPOON;Sm;supplemental-arrows-b
294F;UP BARB RIGHT DOWN BARB RIGHT HARPOON;Sm;supplemental-arrows-b
2950;LEFT BARB DOWN RIGHT BARB DOWN HARPOON;Sm;supplemental-arrows-b
2951;UP BARB LEFT DOWN BARB LEFT HARPOON;Sm;supplemental-arrows-b
2952;LEFTWARDS HARPOON WITH BARB UP TO BAR;Sm;supplemental-arrows-b
2953;RIGHTWARDS HARPOON WITH BARB UP TO BAR;Sm;supplemental-arrows-b
2954;UPWARDS HARPOON WITH BARB RIGHT TO BAR;Sm;supplemental-arrows-b
2955;DOWNWARDS HARPOON WITH BARB RIGHT TO BAR;Sm;supplemental-arrows-b
2956;LEFTWARDS HARPOON WITH BARB DOWN TO BAR;Sm;supplemental-arrows-b
2957;RIGHTWARDS HARPOON WITH BARB DOWN TO BAR;Sm;supplemental-arrows-b
2958;UPWARDS HARPOON WITH BARB LEFT TO BAR;Sm;supplemental-arrows-b
2959;DOWNWARDS HARPOON WITH BARB LEFT TO BAR;Sm;supplemental-arrows-b
295A;LEFTWARDS HARPOON WITH BARB UP FROM BAR;Sm;supplemental-arrows-b
295B;RIGHTWARDS HARPOON WITH BARB UP FROM BAR;Sm;supplemental-arrows-b
295C;UPWARDS HARPOON WITH BARB RIGHT FROM BAR;Sm;supplemental-arrows-b
295D;DOWNWARDS HARPOON WITH BARB RIGHT FROM BAR;Sm;supplemental-arrows-b
295E;LEFTWARDS HARPOON WITH BARB DOWN FROM BAR;Sm;supplemental-arrows-b
295F;RIGHTWARDS HARPOON WITH BARB DOWN FROM BAR;Sm;supplemental-arrows-b
2960;UPWARDS HARPOON WITH BARB LEFT FROM BAR;Sm;supplemental-arrows-b
2961;DOWNWARDS HARPOON WITH BARB LEFT FROM BAR;Sm;supplemental-arrows-b
2962;LEFTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB DOWN;Sm;supplemental-arrows-b
2963;UPWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT;Sm;supplemental-arrows-b
2964;RIGHTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB DOWN;Sm;supplemental-arrows-b
2965;DOWNWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT;Sm;supplemental-arrows-b
2966;LEFTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB UP;Sm;supplemental-arrows-b
2967;LEFTWARDS HARPOON WITH BARB DOWN ABOVE RIGHTWARDS HARPOON WITH BARB DOWN;Sm;supplemental-arrows-b
2968;RIGHTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB UP;Sm;supplemental-arrows-b
2969;RIGHTWARDS HARPOON WITH BARB DOWN ABOVE LEFTWARDS HARPOON WITH BARB DOWN;Sm;supplemental-arrows-b
296A;LEFTWARDS HARPOON WITH BARB UP ABOVE LONG DASH;Sm;supplemental-arrows-b
296B;LEFTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH;Sm;supplemental-arrows-b
296C;RIGHTWARDS HARPOON WITH BARB UP ABOVE LONG DASH;Sm;supplemental-arrows-b
296D;RIGHTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH;Sm;supplemental-arrows-b
296E;UPWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT;Sm;supplemental-arrows-b
296F;DOWNWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT;Sm;supplemental-arrows-b
2970;RIGHT DOUBLE ARROW WITH ROUNDED HEAD;Sm;supplemental-arrows-b
2971;EQUALS SIGN ABOVE RIGHTWARDS ARROW;Sm;supplemental-arrows-b
2972;TILDE OPERATOR ABOVE RIGHTWARDS ARROW;Sm;supplemental-arrows-b
2973;LEFTWARDS ARROW ABOVE TILDE OPERATOR;Sm;supplemental-arrows-b
2974;RIGHTWARDS ARROW ABOVE TILDE OPERATOR;Sm;supplemental-arrows-b
2975;RIGHTWARDS ARROW ABOVE ALMOST EQUAL TO;Sm;supplemental-arrows-b
2976;LESS-THAN ABOVE LEFTWARDS ARROW;Sm;supplemental-arrows-b
2977;LEFTWARDS ARROW THROUGH LESS-THAN;Sm;supplemental-arrows-b
2978;GREATER-THAN ABOVE RIGHTWARDS ARROW;Sm;supplemental-arrows-b
2979;SUBSET ABOVE RIGHTWARDS ARROW;Sm;supplemental-arrows-b
297A;LEFTWARDS ARROW THROUGH SUBSET;Sm;supplemental-arrows-b
297B;SUPERSET ABOVE LEFTWARDS ARROW;Sm;supplemental-arrows-b
297C;LEFT FISH TAIL;Sm;supplemental-arrows-b
297D;RIGHT FISH TAIL;Sm;supplemental-arrows-b
297E;UP FISH TAIL;Sm;supplemental-arrows-b
297F;DOWN FISH TAIL;Sm;supplemental-arrows-b
2980;TRIPLE VERTICAL BAR DELIMITER;Sm;misc-math-symbols-b
2981;Z NOTATION SPOT;Sm;misc-math-symbols-b
2982;Z NOTATION TYPE COLON;Sm;misc-math-symbols-b
2983;LEFT WHITE CURLY BRACKET;Ps;misc-math-symbols-b
2984;RIGHT WHITE CURLY BRACKET;Pe;misc-math-symbols-b
2985;LEFT WHITE PARENTHESIS;Ps;misc-math-symbols-b
2986;RIGHT WHITE PARENTHESIS;Pe;misc-math-symbols-b
2987;Z NOTATION LEFT IMAGE BRACKET;Ps;misc-math-symbols-b
2988;Z NOTATION RIGHT IMAGE BRACKET;Pe;misc-math-symbols-b
2989;Z NOTATION LEFT BINDING BRACKET;Ps;misc-math-symbols-b
298A;Z NOTATION RIGHT BINDING BRACKET;Pe;misc-math-symbols-b
298B;LEFT SQUARE BRACKET WITH UNDERBAR;Ps;misc-math-symbols-b
298C;RIGHT SQUARE BRACKET WITH UNDERBAR;Pe;misc-math-symbols-b
298D;LEFT SQUARE BRACKET WITH TICK IN TOP CORNER;Ps;misc-math-symbols-b
298E;RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER;Pe;misc-math-symbols-b
298F;LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER;Ps;misc-math-symbols-b
2990;RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER;Pe;misc-math-symbols-b
2991;LEFT ANGLE BRACKET WITH DOT;Ps;misc-math-symbols-b
2992;RIGHT ANGLE BRACKET WITH DOT;Pe;misc-math-symbols-b
2993;LEFT ARC LESS-THAN BRACKET;Ps;misc-math-symbols-b
2994;RIGHT ARC GREATER-THAN BRACKET;Pe;misc-math-symbols-b
2995;DOUBLE LEFT ARC GREATER-THAN BRACKET;Ps;misc-math-symbols-b
2996;DOUBLE RIGHT ARC LESS-THAN BRACKET;Pe;misc-math-symbols-b
2997;LEFT BLACK TORTOISE SHELL BRACKET;Ps;misc-math-symbols-b
2998;RIGHT BLACK TORTOISE SHELL BRACKET;Pe;misc-math-symbols-b
2999;DOTTED FENCE;Sm;misc-math-symbols-b
299A;VERTICAL ZIGZAG LINE;Sm;misc-math-symbols-b
299B;MEASURED ANGLE OPENING LEFT;Sm;misc-math-symbols-b
299C;RIGHT ANGLE VARIANT WITH SQUARE;Sm;misc-math-symbols-b
299D;MEASURED RIGHT ANGLE WITH DOT;Sm;misc-math-symbols-b
299E;ANGLE WITH S INSIDE;Sm;misc-math-symbols-b
299F;ACUTE ANGLE;Sm;misc-math-symbols-b
29A0;SPHERICAL ANGLE OPENING LEFT;Sm;misc-math-symbols-b
29A1;SPHERICAL ANGLE OPENING UP;Sm;misc-math-symbols-b
29A2;TURNED ANGLE;Sm;misc-math-symbols-b
29A3;REVERSED ANGLE;Sm;misc-math-symbols-b
29A4;ANGLE WITH UNDERBAR;Sm;misc-math-symbols-b
29A5;REVERSED ANGLE WITH UNDERBAR;Sm;misc-math-symbols-b
29A6;OBLIQUE ANGLE OPENING UP;Sm;misc-math-symbols-b
29A7;OBLIQUE ANGLE OPENING DOWN;Sm;misc-math-symbols-b
29A8;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND RIGHT;Sm;misc-math-symbols-b
29A9;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND LEFT;Sm;misc-math-symbols-b
29AA;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND RIGHT;Sm;misc-math-symbols-b
29AB;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND LEFT;Sm;misc-math-symbols-b
29AC;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND UP;Sm;misc-math-symbols-b
29AD;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND UP;Sm;misc-math-symbols-b
29AE;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND DOWN;Sm;misc-math-symbols-b
29AF;MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND DOWN;Sm;misc-math-symbols-b
29B0;REVERSED EMPTY SET;Sm;misc-math-symbols-b
29B1;EMPTY SET WITH OVERBAR;Sm;misc-math-symbols-b
29B2;EMPTY SET WITH SMALL CIRCLE ABOVE;Sm;misc-math-symbols-b
29B3;EMPTY SET WITH RIGHT ARROW ABOVE;Sm;misc-math-symbols-b
29B4;EMPTY SET WITH LEFT ARROW ABOVE;Sm;misc-math-symbols-b
29B5;CIRCLE WITH HORIZONTAL BAR;Sm;misc-math-symbols-b
29B6;CIRCLED VERTICAL BAR;Sm;misc-math-symbols-b
29B7;CIRCLED PARALLEL;Sm;misc-math-symbols-b
29B8;CIRCLED REVERSE SOLIDUS;Sm;misc-math-symbols-b
29B9;CIRCLED PERPENDICULAR;Sm;misc-math-symbols-b
29BA;CIRCLE DIVIDED BY HORIZONTAL BAR AND TOP HALF DIVIDED BY VERTICAL BAR;Sm;misc-math-symbols-b
29BB;CIRCLE WITH SUPERIMPOSED X;Sm;misc-math-symbols-b
29BC;CIRCLED ANTICLOCKWISE-ROTATED DIVISION SIGN;Sm;misc-math-symbols-b
29BD;UP ARROW THROUGH CIRCLE;Sm;misc-math-symbols-b
29BE;CIRCLED WHITE BULLET;Sm;misc-math-symbols-b
29BF;CIRCLED BULLET;Sm;misc-math-symbols-b
29C0;CIRCLED LESS-THAN;Sm;misc-math-symbols-b
29C1;CIRCLED GREATER-THAN;Sm;misc-math-symbols-b
29C2;CIRCLE WITH SMALL CIRCLE TO THE RIGHT;Sm;misc-math-symbols-b
29C3;CIRCLE WITH TWO HORIZONTAL STROKES TO THE RIGHT;Sm;misc-math-symbols-b
29C4;SQUARED RISING DIAGONAL SLASH;Sm;misc-math-symbols-b
29C5;SQUARED FALLING DIAGONAL SLASH;Sm;misc-math-symbols-b
29C6;SQUARED ASTERISK;Sm;misc-math-symbols-b
29C7;SQUARED SMALL CIRCLE;Sm;misc-math-symbols-b
29C8;SQUARED SQUARE;Sm;misc-math-symbols-b
29C9;TWO JOINED SQUARES;Sm;misc-math-symbols-b
29CA;TRIANGLE WITH DOT ABOVE;Sm;misc-math-symbols-b
29CB;TRIANGLE WITH UNDERBAR;Sm;misc-math-symbols-b
29CC;S IN TRIANGLE;Sm;misc-math-symbols-b
29CD;TRIANGLE WITH SERIFS AT BOTTOM;Sm;misc-math-symbols-b
29CE;RIGHT TRIANGLE ABOVE LEFT TRIANGLE;Sm;misc-math-symbols-b
29CF;LEFT TRIANGLE BESIDE VERTICAL BAR;Sm;misc-math-symbols-b
29D0;VERTICAL BAR BESIDE RIGHT TRIANGLE;Sm;misc-math-symbols-b
29D1;BOWTIE WITH LEFT HALF BLACK;Sm;misc-math-symbols-b
29D2;BOWTIE WITH RIGHT HALF BLACK;Sm;misc-math-symbols-b
29D3;BLACK BOWTIE;Sm;misc-math-symbols-b
29D4;TIMES WITH LEFT HALF BLACK;Sm;misc-math-symbols-b
29D5;TIMES WITH RIGHT HALF BLACK;Sm;misc-math-symbols-b
29D6;WHITE HOURGLASS;Sm;misc-math-symbols-b
29D7;BLACK HOURGLASS;Sm;misc-math-symbols-b
29D8;LEFT WIGGLY FENCE;Ps;misc-math-symbols-b
29D9;RIGHT WIGGLY FENCE;Pe;misc-math-symbols-b
29DA;LEFT DOUBLE WIGGLY FENCE;Ps;misc-math-symbols-b
29DB;RIGHT DOUBLE WIGGLY FENCE;Pe;misc-math-symbols-b
29DC;INCOMPLETE INFINITY;Sm;misc-math-symbols-b
29DD;TIE OVER INFINITY;Sm;misc-math-symbols-b
29DE;INFINITY NEGATED WITH VERTICAL BAR;Sm;misc-math-symbols-b
29DF;DOUBLE-ENDED MULTIMAP;Sm;misc-math-symbols-b
29E0;SQUARE WITH CONTOURED OUTLINE;Sm;misc-math-symbols-b
29E1;INCREASES AS;Sm;misc-math-symbols-b
29E2;SHUFFLE PRODUCT;Sm;misc-math-symbols-b
29E3;EQUALS SIGN AND SLANTED PARALLEL;Sm;misc-math-symbols-b
29E4;EQUALS SIGN AND SLANTED PARALLEL WITH TILDE ABOVE;Sm;misc-math-symbols-b
29E5;IDENTICAL TO AND SLANTED PARALLEL;Sm;misc-math-symbols-b
29E6;GLEICH STARK;Sm;misc-math-symbols-b
29E7;THERMODYNAMIC;Sm;misc-math-symbols-b
29E8;DOWN-POINTING TRIANGLE WITH LEFT HALF BLACK;Sm;misc-math-symbols-b
29E9;DOWN-POINTING TRIANGLE WITH RIGHT HALF BLACK;Sm;misc-math-symbols-b
29EA;BLACK DIAMOND WITH DOWN ARROW;Sm;misc-math-symbols-b
29EB;BLACK LOZENGE;Sm;misc-math-symbols-b
29EC;WHITE CIRCLE WITH DOWN ARROW;Sm;misc-math-symbols-b
29ED;BLACK CIRCLE WITH DOWN ARROW;Sm;misc-math-symbols-b
29EE;ERROR-BARRED WHITE SQUARE;Sm;misc-math-symbols-b
29EF;ERROR-BARRED BLACK SQUARE;Sm;misc-math-symbols-b
29F0;ERROR-BARRED WHITE DIAMOND;Sm;misc-math-symbols-b
29F1;ERROR-BARRED BLACK DIAMOND;Sm;misc-math-symbols-b
29F2;ERROR-BARRED WHITE CIRCLE;Sm;misc-math-symbols-b
29F3;ERROR-BARRED BLACK CIRCLE;Sm;misc-math-symbols-b
29F4;RULE-DELAYED;Sm;misc-math-symbols-b
29F5;REVERSE SOLIDUS OPERATOR;Sm;misc-math-symbols-b
29F6;SOLIDUS WITH OVERBAR;Sm;misc-math-symbols-b
29F7;REVERSE SOLIDUS WITH HORIZONTAL STROKE;Sm;misc-math-symbols-b
29F8;BIG SOLIDUS;Sm;misc-math-symbols-b
29F9;BIG REVERSE SOLIDUS;Sm;misc-math-symbols-b
29FA;DOUBLE PLUS;Sm;misc-math-symbols-b
29FB;TRIPLE PLUS;Sm;misc-math-symbols-b
29FC;LEFT-POINTING CURVED ANGLE BRACKET;Ps;misc-math-symbols-b
29FD;RIGHT-POINTING CURVED ANGLE BRACKET;Pe;misc-math-symbols-b
29FE;TINY;Sm;misc-math-symbols-b
29FF;MINY;Sm;misc-math-symbols-b
2A00;N-ARY CIRCLED DOT OPERATOR;Sm;supplemental-math-operators
2A01;N-ARY CIRCLED PLUS OPERATOR;Sm;supplemental-math-operators
2A02;N-ARY CIRCLED TIMES OPERATOR;Sm;supplemental-math-operators
2A03;N-ARY UNION OPERATOR WITH DOT;Sm;supplemental-math-operators
2A04;N-ARY UNION OPERATOR WITH PLUS;Sm;supplemental-math-operators
2A05;N-ARY SQUARE INTERSECTION OPERATOR;Sm;supplemental-math-operators
2A06;N-ARY SQUARE UNION OPERATOR;Sm;supplemental-math-operators
2A07;TWO LOGICAL AND OPERATOR;Sm;supplemental-math-operators
2A08;TWO LOGICAL OR OPERATOR;Sm;supplemental-math-operators
2A09;N-ARY TIMES OPERATOR;Sm;supplemental-math-operators
2A0A;MODULO TWO SUM;Sm;supplemental-math-operators
2A0B;SUMMATION WITH INTEGRAL;Sm;supplemental-math-operators
2A0C;QUADRUPLE INTEGRAL OPERATOR;Sm;supplemental-math-operators
2A0D;FINITE PART INTEGRAL;Sm;supplemental-math-operators
2A0E;INTEGRAL WITH DOUBLE STROKE;Sm;supplemental-math-operators
2A0F;INTEGRAL AVERAGE WITH SLASH;Sm;supplemental-math-operators
2A10;CIRCULATION FUNCTION;Sm;supplemental-math-operators
2A11;ANTICLOCKWISE INTEGRATION;Sm;supplemental-math-operators
2A12;LINE INTEGRATION WITH RECTANGULAR PATH AROUND POLE;Sm;supplemental-math-operators
2A13;LINE INTEGRATION WITH SEMICIRCULAR PATH AROUND POLE;Sm;supplemental-math-operators
2A14;LINE INTEGRATION NOT INCLUDING THE POLE;Sm;supplemental-math-operators
2A15;INTEGRAL AROUND A POINT OPERATOR;Sm;supplemental-math-operators
2A16;QUATERNION INTEGRAL OPERATOR;Sm;supplemental-math-operators
2A17;INTEGRAL WITH LEFTWARDS ARROW WITH HOOK;Sm;supplemental-math-operators
2A18;INTEGRAL WITH TIMES SIGN;Sm;supplemental-math-operators
2A19;INTEGRAL WITH INTERSECTION;Sm;supplemental-math-operators
2A1A;INTEGRAL WITH UNION;Sm;supplemental-math-operators
2A1B;INTEGRAL WITH OVERBAR;Sm;supplemental-math-operators
2A1C;INTEGRAL WITH UNDERBAR;Sm;supplemental-math-operators
2A1D;JOIN;Sm;supplemental-math-operators
2A1E;LARGE LEFT TRIANGLE OPERATOR;Sm;supplemental-math-operators
2A1F;Z NOTATION SCHEMA COMPOSITION;Sm;supplemental-math-operators
2A20;Z NOTATION SCHEMA PIPING;Sm;supplemental-math-operators
2A21;Z NOTATION SCHEMA PROJECTION;Sm;supplemental-math-operators
2A22;PLUS SIGN WITH SMALL CIRCLE ABOVE;Sm;supplemental-math-operators
2A23;PLUS SIGN WITH CIRCUMFLEX ACCENT ABOVE;Sm;supplemental-math-operators
2A24;PLUS SIGN WITH TILDE ABOVE;Sm;supplemental-math-operators
2A25;PLUS SIGN WITH DOT BELOW;Sm;supplemental-math-operators
2A26;PLUS SIGN WITH TILDE BELOW;Sm;supplemental-math-operators
2A27;PLUS SIGN WITH SUBSCRIPT TWO;Sm;supplemental-math-operators
2A28;PLUS SIGN WITH BLACK TRIANGLE;Sm;supplemental-math-operators
2A29;MINUS SIGN WITH COMMA ABOVE;Sm;supplemental-math-operators
2A2A;MINUS SIGN WITH DOT BELOW;Sm;supplemental-math-operators
2A2B;MINUS SIGN WITH FALLING DOTS;Sm;supplemental-math-operators
2A2C;MINUS SIGN WITH RISING DOTS;Sm;supplemental-math-operators
2A2D;PLUS SIGN IN LEFT HALF CIRCLE;Sm;supplemental-math-operators
2A2E;PLUS SIGN IN RIGHT HALF CIRCLE;Sm;supplemental-math-operators
2A2F;VECTOR OR CROSS PRODUCT;Sm;supplemental-math-operators
2A30;MULTIPLICATION SIGN WITH DOT ABOVE;Sm;supplemental-math-operators
2A31;MULTIPLICATION SIGN WITH UNDERBAR;Sm;supplemental-math-operators
2A32;SEMIDIRECT PRODUCT WITH BOTTOM CLOSED;Sm;supplemental-math-operators
2A33;SMASH PRODUCT;Sm;supplemental-math-operators
2A34;MULTIPLICATION SIGN IN LEFT HALF CIRCLE;Sm;supplemental-math-operators
2A35;MULTIPLICATION SIGN IN RIGHT HALF CIRCLE;Sm;supplemental-math-operators
2A36;CIRCLED MULTIPLICATION SIGN WITH CIRCUMFLEX ACCENT;Sm;supplemental-math-operators
2A37;MULTIPLICATION SIGN IN DOUBLE CIRCLE;Sm;supplemental-math-operators
2A38;CIRCLED DIVISION SIGN;Sm;supplemental-math-operators
2A39;PLUS SIGN IN TRIANGLE;Sm;supplemental-math-operators
2A3A;MINUS SIGN IN TRIANGLE;Sm;supplemental-math-operators
2A3B;MULTIPLICATION SIGN IN TRIANGLE;Sm;supplemental-math-operators
2A3C;INTERIOR PRODUCT;Sm;supplemental-math-operators
2A3D;RIGHTHAND INTERIOR PRODUCT;Sm;supplemental-math-operators
2A3E;Z NOTATION RELATIONAL COMPOSITION;Sm;supplemental-math-operators
2A3F;AMALGAMATION OR COPRODUCT;Sm;supplemental-math-operators
2A40;INTERSECTION WITH DOT;Sm;supplemental-math-operators
2A41;UNION WITH MINUS SIGN;Sm;supplemental-math-operators
2A42;UNION WITH OVERBAR;Sm;supplemental-math-operators
2A43;INTERSECTION WITH OVERBAR;Sm;supplemental-math-operators
2A44;INTERSECTION WITH LOGICAL AND;Sm;supplemental-math-operators
2A45;UNION WITH LOGICAL OR;Sm;supplemental-math-operators
2A46;UNION ABOVE INTERSECTION;Sm;supplemental-math-operators
2A47;INTERSECTION ABOVE UNION;Sm;supplemental-math-operators
2A48;UNION ABOVE BAR ABOVE INTERSECTION;Sm;supplemental-math-operators
2A49;INTERSECTION ABOVE BAR ABOVE UNION;Sm;supplemental-math-operators
2A4A;UNION BESIDE AND JOINED WITH UNION;Sm;supplemental-math-operators
2A4B;INTERSECTION BESIDE AND JOINED WITH INTERSECTION;Sm;supplemental-math-operators
2A4C;CLOSED UNION WITH SERIFS;Sm;supplemental-math-operators
2A4D;CLOSED INTERSECTION WITH SERIFS;Sm;supplemental-math-operators
